id,radius,name,hasCollision,breaksOnHit,visibleByTime,hasAnimation,borderBoxLength,borderBoxWidth,borderBoxHeight,materialsFile,definitionFile,modelFile,tags
14591,11.1788,mafcasWallLite,No,No,"No, visible always",No,5.9307,21.5393,0.93649,mafCasTopfoor.txd,int_veg.ide,mafcasWallLite.dff,
14592,42.1456,mafCasLoadbay02,Yes,No,"No, visible always",No,38.171864,74.94783,13.91791,casinoVault01.txd,int_veg.ide,mafCasLoadbay02.dff,
14593,23.3753,paperchase04,Yes,No,"No, visible always",No,18.81817,27.742,4.65729,papaerchaseoffice.txd,int_veg.ide,paperchase04.dff,
14594,46.6085,paperchase03,Yes,No,"No, visible always",No,63.5777,51.6343,4.14613,papaerchaseoffice.txd,int_veg.ide,paperchase03.dff,
14595,37.0829,paperchase02,Yes,No,"No, visible always",No,47.1773,43.5058,4.10397,papaerchaseoffice.txd,int_veg.ide,paperchase02.dff,
14596,13.8723,paperchase_stairs,Yes,No,"No, visible always",No,12.8816,13.64088,21.4001,papaerchaseoffice.txd,int_veg.ide,paperchase_stairs.dff,
14597,21.9454,paperchase07,Yes,No,"No, visible always",No,26.2838,27.2169,4.00094,papaerchaseoffice.txd,int_veg.ide,paperchase07.dff,
14598,32.5273,paperchase_glass,No,No,"No, visible always",No,33.9001,56.35221,20.598171,papaerchaseoffice.txd,int_veg.ide,paperchase_glass.dff,
14599,22.3293,paperchase08,Yes,No,"No, visible always",No,28.40874,40.03128,19.20166,paperchaseBits.txd,int_veg.ide,paperchase08.dff,
1460,2.4756,DYN_F_R_WOOD_3,Yes,Yes,"No, visible always",No,4.67515,0.250552,1.610758,B_FEN_WOOD.txd,dynamic2.ide,DYN_F_R_WOOD_3.dff,Fences and fencing|Wooden
14600,4.65717,paperchase_bits2,Yes,No,"No, visible always",No,1.712067,8.0761,4.00627,paperchase_bits2.txd,int_veg.ide,paperchase_bits2.dff,Cardboard boxes
14601,33.6775,MafCasLites02,No,No,"No, visible always",No,53.1546,41.3644,1.20726,casinoVault01.txd,int_veg.ide,MafCasLites02.dff,
14602,35.4175,paperchase01,Yes,No,"No, visible always",No,39.3243,31.953,5.62264,papaerchaseoffice.txd,int_veg.ide,paperchase01.dff,
14603,11.6767,bikeschl_main,Yes,No,"No, visible always",No,15.27418,9.564214,4.28187,bikeSkool.txd,int_veg.ide,bikeschl_main.dff,
14604,1.10382,tv_stand_bike,No,No,"No, visible always",No,0.843725,0.724617,1.967349,drivingbit.txd,int_veg.ide,tv_stand_bike.dff,
14605,47.8057,triad_lights2,No,No,"No, visible always",No,71.7045,61.8895,13.07493,tricas_neon.txd,int_veg.ide,triad_lights2.dff,
14606,95.8615,MafCasMain4,Yes,No,"No, visible always",No,117.7142,141.1788,9.66379,mafiaCasino01.txd,int_veg.ide,MafCasMain4.dff,
14607,29.9288,triad_main2,Yes,No,"No, visible always",No,42.8572,31.9181,15.08341,triad_main.txd,int_veg.ide,triad_main2.dff,
14608,4.54565,triad_buddha01,Yes,No,"No, visible always",No,6.87404,7.18997,4.66711,triad_big.txd,int_veg.ide,triad_buddha01.dff,
14609,7.9733,MafCasLites04,No,No,"No, visible always",No,13.7818,14.3694,2.2627,MafCasLites01.txd,int_veg.ide,MafCasLites04.dff,
1461,0.892867,DYN_LIFE_P,Yes,Yes,"No, visible always",No,0.717882,0.2701599,1.612608,BREAK_S_fillers.txd,dynamic2.ide,DYN_LIFE_P.dff,The beach
14610,22.6918,MafCasLites05,No,No,"No, visible always",No,34.7684,28.99232,11.641987,casinoVault01.txd,int_veg.ide,MafCasLites05.dff,
14611,3.7709,mafiaCasinoBarLite,No,No,"No, visible always",No,7.5393,7.20655,1.1434,MafCasLites01.txd,int_veg.ide,mafiaCasinoBarLite.dff,
14612,13.8546,ab_abattoir_box2,Yes,No,"No, visible always",No,13.28383,24.12492,4.58473,ab_abattoir_box.txd,int_veg.ide,ab_abattoir_box2.dff,
14613,40.7034,ab_abattoir_box1,Yes,No,"No, visible always",No,34.87563,75.7853,8.32161,ab_abattoir_box.txd,int_veg.ide,ab_abattoir_box1.dff,
14614,49.2549,triad_main3,Yes,No,"No, visible always",No,59.00013,65.93443,10.70319,triad_main.txd,int_veg.ide,triad_main3.dff,
14615,32.2043,abatoir_daylite,No,No,"Yes, visible from 6 to 21",No,64.2512,2.107236,3.975629,abatoir_daylite.txd,int_veg.ide,abatoir_daylite.dff,
14616,32.1501,ab_pillarTemp3,Yes,No,"No, visible always",No,44.99235,39.5906,7.06867,ab_pillarTemp.txd,int_veg.ide,ab_pillarTemp3.dff,
14617,24.4548,ab_pillarTemp2,Yes,No,"No, visible always",No,19.74975,39.5868,7.07545,ab_pillarTemp.txd,int_veg.ide,ab_pillarTemp2.dff,
14618,27.0396,ab_pillarTemp1,Yes,No,"No, visible always",No,30.0007,39.6073,7.06867,ab_pillarTemp.txd,int_veg.ide,ab_pillarTemp1.dff,
14619,8.16848,tricas_slotTable2,Yes,No,"No, visible always",No,9.76196,13.62209,0.715165,triad_bar.txd,int_veg.ide,tricas_slotTable2.dff,
1462,2.04953,DYN_woodpile,Yes,Yes,"No, visible always",No,1.207483,0.982,3.87016,BREAK_STREET2.txd,dynamic2.ide,DYN_woodpile.dff,
14620,8.17147,tricas_slotTable1,Yes,No,"No, visible always",No,9.75094,13.6267,0.715165,triad_bar.txd,int_veg.ide,tricas_slotTable1.dff,Tables
14621,72.9098,mafiaCasinoGlass,No,No,"No, visible always",No,137.5989,48.5682,4.84115,mafiaCasinoDL.txd,int_veg.ide,mafiaCasinoGlass.dff,
14622,19.5194,ab_pillarTemp4,Yes,No,"No, visible always",No,27.6326,20.642,7.06867,ab_pillarTemp.txd,int_veg.ide,ab_pillarTemp4.dff,
14623,40.449,MafCasMain1,Yes,No,"No, visible always",No,39.7046,77.1679,11.09852,MafCasMain.txd,int_veg.ide,MafCasMain1.dff,
14624,65.1729,MafCasMain2,Yes,No,"No, visible always",No,88.0238,83.5931,12.05287,MafCasMain.txd,int_veg.ide,MafCasMain2.dff,
14625,51.5262,MafCasMain3,Yes,No,"No, visible always",No,61.6488,59.5833,11.7316,MafCasMain.txd,int_veg.ide,MafCasMain3.dff,
14626,19.921,mafcasSigns1,No,No,"No, visible always",No,20.7169,34.0906,3.342501,mafcassigns1.txd,int_veg.ide,mafcasSigns1.dff,
14627,41.4785,mafcas_optilite1,No,No,"No, visible always",No,73.6482,40.2114,0.40478563,ab_optilite.txd,int_veg.ide,mafcas_optilite1.dff,
14628,7.01248,ab_caligulasfront,No,No,"No, visible always",No,13.9526,1.234301,3.54124,ab_caligulasfront.txd,int_veg.ide,ab_caligulasfront.dff,
14629,10.6688,mafcas_chande,No,No,"No, visible always",No,13.02967,17.89882,4.593826,ab_chande.txd,int_veg.ide,mafcas_chande.dff,
1463,1.46326,DYN_WOODPILE2,Yes,Yes,"No, visible always",No,1.908175,1.665777,0.646344,BREAK_FARM.txd,dynamic2.ide,DYN_WOODPILE2.dff,Wood|Wooden
14630,3.96204,mafcas_Xitbox,Yes,No,"No, visible always",No,6.22569,3.70711,3.20822,mafcas_Xitbox.txd,int_veg.ide,mafcas_Xitbox.dff,
14631,22.6739,paperchase_daylite,No,No,"Yes, visible from 6 to 21",No,13.57697,43.1699,2.90669,blindingLite2.txd,int_veg.ide,paperchase_daylite.dff,
14632,5.21738,paperchase_bits2b,Yes,No,"No, visible always",No,5.4174,5.54266,3.05097,paperchase_bits2.txd,int_veg.ide,paperchase_bits2b.dff,
14633,21.0987,paperchase_bits2c,Yes,No,"No, visible always",No,12.3416,36.61744,3.051,paperchase_bits2.txd,int_veg.ide,paperchase_bits2c.dff,
14634,7.0054,bikeschl_daylite,No,No,"Yes, visible from 6 to 21",No,13.8601,1.377997,1.517011,blindingLite.txd,int_veg.ide,bikeschl_daylite.dff,
14635,10.0829,mafcasGenStuff,Yes,No,"No, visible always",No,12.09172,15.35313,4.91591,mafcasGenStuff.txd,int_veg.ide,mafcasGenStuff.dff,
14636,32.4106,mafcas_signs,No,No,"No, visible always",No,63.8427,31.0444,13.23027,mafcas_signs.txd,int_veg.ide,mafcas_signs.dff,
14637,6.88053,triad_dragon,No,No,"No, visible always",No,2.92095,13.62982,3.86395,triad_big.txd,int_veg.ide,triad_dragon.dff,
14638,1.67915,ab_mafsuiteDoor,No,No,"No, visible always",No,0.1041971,1.500278,3.00304,ab_mafiaSuiteA.txd,int_veg.ide,ab_mafsuiteDoor.dff,
14639,16.7032,tr_man_main,No,No,"No, visible always",No,24.21178,23.7621,5.64824,traidman.txd,int_veg.ide,tr_man_main.dff,
1464,2.61342,DYN_SCAFFOLD_3,Yes,Yes,"No, visible always",No,2.91627,1.540399,2.34179,BREAK_scaffold.txd,dynamic2.ide,DYN_SCAFFOLD_3.dff,
14640,5.53556,chinafurn2,No,No,"No, visible always",No,9.81851,4.2278604,3.874244,chinese_furn.txd,int_veg.ide,chinafurn2.dff,Tables
14641,4.78003,tri_main_holes,No,No,"No, visible always",No,5.89346,6.13787,4.42932,tri_holes.txd,int_veg.ide,tri_main_holes.dff,
14642,4.16485,mafcas_spiral_dad,No,No,"No, visible always",Yes,7.9843,7.97864,2.318923,mafcasspiral.txd,int_veg.ide,mafcas_spiral_dad.dff,
14643,7.47129,tr_man_main_tr,No,No,"No, visible always",No,9.99996,11.00191,1.500002,traidman.txd,int_veg.ide,tr_man_main_tr.dff,
1465,2.63373,DYN_SCAFFOLD_4,Yes,Yes,"No, visible always",No,2.91627,1.469234,2.34179,BREAK_scaffold.txd,dynamic2.ide,DYN_SCAFFOLD_4.dff,
14650,5.17248,trukstp04,No,No,"No, visible always",No,9.65578,9.07896,4.09948,ab_trukstpC.txd,int_cont.ide,trukstp04.dff,
14651,3.4529,trukstp05,Yes,No,"No, visible always",No,2.655593,3.51857,4.49688,ab_trukstpD.txd,int_cont.ide,trukstp05.dff,Billiards|Interiors and interior details
14652,9.47139,trukstp02,Yes,No,"No, visible always",No,14.5747,10.42389,4.11739,ab_trukstpA.txd,int_cont.ide,trukstp02.dff,
14653,5.96238,trukstp03,No,No,"No, visible always",No,8.00314,8.77087,1.342532,ab_trukstpB.txd,int_cont.ide,trukstp03.dff,
14654,10.3129,trukstp06,No,No,"No, visible always",No,13.55758,18.12152,1.975021,ab_trukstpE.txd,int_cont.ide,trukstp06.dff,
14655,15.0965,trukstp01,Yes,No,"No, visible always",No,13.99848,26.61331,4.22593,ab_trukstpA.txd,int_cont.ide,trukstp01.dff,
14656,4.28966,tsdinerXitbox,Yes,No,"No, visible always",No,3.06877,7.33749,3.21991,tsdinerXitbox.txd,int_cont.ide,tsdinerXitbox.dff,
14657,8.21288,cuntchairs,No,No,"No, visible always",No,13.45722,9.3419,1.215713,ab_trukstpA.txd,int_cont.ide,cuntchairs.dff,
1466,2.63181,DYN_SCAFFOLD_5,Yes,Yes,"No, visible always",No,2.91627,1.469235,2.34179,BREAK_scaffold.txd,dynamic2.ide,DYN_SCAFFOLD_5.dff,
14660,2.11329,int_tatooA05,Yes,No,"No, visible always",No,3.62061,1.75403,1.505837,inttattoobits.txd,gen_int1.ide,int_tatooA05.dff,
14661,4.11468,int_tatooA01,No,No,"No, visible always",No,5.873062,5.23001,3.10043,int_tatoo.txd,gen_int1.ide,int_tatooA01.dff,
14662,1.58114,int_tatooA02,No,No,"No, visible always",No,3.000004,9.9999999999767E-5,1,int_tatoo.txd,gen_int1.ide,int_tatooA02.dff,
14663,5.69272,int_tatooA03,No,No,"No, visible always",No,9.74999,5.87926,9.9999999999999E-5,int_tatoo.txd,gen_int1.ide,int_tatooA03.dff,
14664,6.99034,int_tatooA04,Yes,No,"No, visible always",No,11.75,6.62926,3.6674,int_tatoo.txd,gen_int1.ide,int_tatooA04.dff,
14665,18.0345,int_7_11A40,Yes,No,"No, visible always",No,14.83388,22.6678,4.15336,genintint711_1.txd,gen_int1.ide,int_7_11A40.dff,
14666,1.17968,CJ_SEX_COUNTER03,No,No,"No, visible always",No,0.240742,1.491229,2.15148,genintintsex.txd,gen_int1.ide,CJ_SEX_COUNTER03.dff,Falloimitatory|On the wall
14667,25.2432,int_7_11A41,Yes,No,"No, visible always",No,24.42374,30.12002,4.4984,genintint711_1.txd,gen_int1.ide,int_7_11A41.dff,
14668,24.6327,711_c,Yes,No,"No, visible always",No,29.0376,25.7145,4.68613,711c.txd,gen_int1.ide,711_c.dff,
14669,28.936,711_d,Yes,No,"No, visible always",No,37.26429,27.8432,4.30575,711c.txd,gen_int1.ide,711_d.dff,
1467,2.52987,DYN_SCAFFOLD_3b,Yes,Yes,"No, visible always",No,2.82896,1.549255,2.34179,BREAK_scaffold.txd,dynamic2.ide,DYN_SCAFFOLD_3b.dff,
14670,23.5918,int_7_11A42,Yes,No,"No, visible always",No,35.509547,14.219477,5.07354,genintint711_1.txd,gen_int1.ide,int_7_11A42.dff,
14671,29.363,int_7_11A5,Yes,No,"No, visible always",No,36.52661,27.82204,4.75029,genintint711_1.txd,gen_int1.ide,int_7_11A5.dff,
14672,14.3415,int_sex01,Yes,No,"No, visible always",No,18.33203,21.69447,4.00004,genintintsex.txd,gen_int1.ide,int_sex01.dff,
14673,6.85388,chnsaw1,No,No,"No, visible always",No,12.40747,5.83637,2.76862,sexdetail.txd,gen_int1.ide,chnsaw1.dff,
14674,22.452,hotelferns1_LAn,Yes,No,"No, visible always",No,21.7454,34.4362,21.318613,civic02CJ.txd,gen_int1.ide,hotelferns1_LAn.dff,
14675,30.5194,Hotelatrium_LAn,Yes,No,"No, visible always",No,43.997,45.0976,22.8783,civic02CJ.txd,gen_int1.ide,Hotelatrium_LAn.dff,
14676,4.11468,int_tatooA06,No,No,"No, visible always",No,5.873063,5.23001,3.10043,int_tatoo.txd,gen_int1.ide,int_tatooA06.dff,
14677,1.58114,int_tatooA07,No,No,"No, visible always",No,2.999999,9.9999999999767E-5,1,int_tatoo.txd,gen_int1.ide,int_tatooA07.dff,
14678,2.11329,int_tatooA08,Yes,No,"No, visible always",No,3.62061,1.75403,1.505837,inttattoobits.txd,gen_int1.ide,int_tatooA08.dff,
14679,0.561348,Int_tat_tools01,Yes,No,"No, visible always",No,0.511324,0.763911,0.823737,int_tatoo.txd,gen_int1.ide,Int_tat_tools01.dff,
1468,2.80104,DYN_MESH_05,Yes,Yes,"No, visible always",No,5.31667,0.1363297,1.6263197,BREAK_FEN_mesh.txd,dynamic2.ide,DYN_MESH_05.dff,Fences and fencing|Mesh
14680,1.60735,Int_tat_lights01,No,No,"No, visible always",No,2.10763,2.40402,0.34529,int_tatoo.txd,gen_int1.ide,Int_tat_lights01.dff,
14681,5.69272,int_tatooA09,No,No,"No, visible always",No,9.74999,5.87926,9.9999999999999E-5,int_tatoo.txd,gen_int1.ide,int_tatooA09.dff,
14682,6.99034,int_tatooA10,Yes,No,"No, visible always",No,11.74999,6.62926,3.6674,int_tatoo.txd,gen_int1.ide,int_tatooA10.dff,
14683,4.11468,int_tatooA11,No,No,"No, visible always",No,5.873065,5.23001,3.10043,int_tatoo.txd,gen_int1.ide,int_tatooA11.dff,
14684,1.58114,int_tatooA12,No,No,"No, visible always",No,3.0000009,9.9999999999767E-5,1,int_tatoo.txd,gen_int1.ide,int_tatooA12.dff,
14685,2.11329,int_tatooA13,Yes,No,"No, visible always",No,3.62061,1.75403,1.505837,inttattoobits.txd,gen_int1.ide,int_tatooA13.dff,
14686,0.561349,Int_tat_tools02,Yes,No,"No, visible always",No,0.511324,0.763911,0.823737,int_tatoo.txd,gen_int1.ide,Int_tat_tools02.dff,
14687,1.60735,Int_tat_lights02,No,No,"No, visible always",No,2.10763,2.40402,0.34529,int_tatoo.txd,gen_int1.ide,Int_tat_lights02.dff,
14688,5.69272,int_tatooA14,No,No,"No, visible always",No,9.74999,5.87927,9.9999999999999E-5,int_tatoo.txd,gen_int1.ide,int_tatooA14.dff,
14689,6.99034,int_tatooA15,Yes,No,"No, visible always",No,11.74999,6.62925,3.6674,int_tatoo.txd,gen_int1.ide,int_tatooA15.dff,
1469,2.53602,DYN_SCAFFOLD_4b,Yes,Yes,"No, visible always",No,2.82896,1.469236,2.34179,BREAK_scaffold.txd,dynamic2.ide,DYN_SCAFFOLD_4b.dff,
14690,11.6275,int_7_11A40_bits,No,No,"No, visible always",No,21.5415,8.6524,2.264782,7_11_posters.txd,gen_int1.ide,int_7_11A40_bits.dff,
14691,15.4046,int_7_11A41_bits,No,No,"No, visible always",No,25.4305,19.220416,3.29808,7_11_posters.txd,gen_int1.ide,int_7_11A41_bits.dff,
14692,15.8605,int_7_11A41_bits01,No,No,"No, visible always",No,25.15149,19.638581,3.09508,7_11_posters.txd,gen_int1.ide,int_7_11A41_bits01.dff,
14693,0.561348,Int_tat_tools,Yes,No,"No, visible always",No,0.511324,0.763911,0.823737,int_tatoo.txd,gen_int1.ide,Int_tat_tools.dff,
14694,2.31299,SEX_SHOP_DET,No,No,"No, visible always",No,1.367988,4.37127,0.650999,sexdetail.txd,gen_int1.ide,SEX_SHOP_DET.dff,
14695,18.3932,int_7_11A41_bits02,No,No,"No, visible always",No,32.84596,16.50753,2.857528,7_11_posters.txd,gen_int1.ide,int_7_11A41_bits02.dff,
14699,1.60735,Int_tat_lights,No,No,"No, visible always",No,2.10763,2.40402,0.34529,int_tatoo.txd,gen_int1.ide,Int_tat_lights.dff,
1470,1.22389,DYN_PORCH_3,Yes,Yes,"No, visible always",No,1.507012,1.740419,0.831544,BREAK_STREET2.txd,dynamic2.ide,DYN_PORCH_3.dff,
14700,12.5724,int2smSf01_int01,Yes,No,"No, visible always",No,17.74584,21.3891,3.17928,vgshs2int2.txd,gen_int2.ide,int2smSf01_int01.dff,
14701,20.4845,int2Hoose2,Yes,No,"No, visible always",No,24.4901,26.4856,4.16199,lahss2int2.txd,gen_int2.ide,int2Hoose2.dff,
14702,18.6208,int2lamid01,Yes,No,"No, visible always",No,27.367,29.5689,8.62656,masmall3int2.txd,gen_int2.ide,int2lamid01.dff,
14703,18.3132,int2Hoose09,Yes,No,"No, visible always",No,27.2897,28.7286,8.6237,vghsb3int2.txd,gen_int2.ide,int2Hoose09.dff,
14704,7.22918,int2Hoose2_bits,Yes,No,"No, visible always",No,12.3093,6.24219,2.10417,lahss2_2int2.txd,gen_int2.ide,int2Hoose2_bits.dff,
14705,0.368548,int2Vase,Yes,No,"No, visible always",No,0.392924,0.367267,0.504003,lahss2_2int2.txd,gen_int2.ide,int2Vase.dff,
14706,17.2217,int2labigtwo01,Yes,No,"No, visible always",No,29.9532,24.4101,6.84177,labig2int2.txd,gen_int2.ide,int2labigtwo01.dff,
14707,22.5276,int2labig301,Yes,No,"No, visible always",No,31.7952,34.6431,7.5213,labig3int2.txd,gen_int2.ide,int2labig301.dff,
14708,15.3824,int2labigone01,Yes,No,"No, visible always",No,17.02536,25.60022,7.355538,labig1int2.txd,gen_int2.ide,int2labigone01.dff,
14709,11.9076,int2lamidtwo01,Yes,No,"No, visible always",No,12.52066,20.6685,2.97058,lamidint2.txd,gen_int2.ide,int2lamidtwo01.dff,
1471,1.22389,DYN_PORCH_2,Yes,Yes,"No, visible always",No,1.507017,1.740419,0.831544,BREAK_STREET2.txd,dynamic2.ide,DYN_PORCH_2.dff,
14710,15.8072,int2vgshM3,Yes,No,"No, visible always",No,24.9868,24.9612,3.58587,vgshM3int2.txd,gen_int2.ide,int2vgshM3.dff,
14711,14.2504,int2vgshM2,Yes,No,"No, visible always",No,19.96151,21.91883,3.85666,vgshM2int2.txd,gen_int2.ide,int2vgshM2.dff,
14712,12.4765,int2Hoose11,Yes,No,"No, visible always",No,14.39168,22.93271,3.58062,lahss2bint2.txd,gen_int2.ide,int2Hoose11.dff,
14713,12.2488,int2Hoose16,Yes,No,"No, visible always",No,19.76657,14.78521,3.7002,lahss2aint2.txd,gen_int2.ide,int2Hoose16.dff,
14714,14.6245,int2Hoose08,Yes,No,"No, visible always",No,23.1341,21.3716,3.72252,vghss1int2.txd,gen_int2.ide,int2Hoose08.dff,
14715,5.51459,int2Hoose09_Bits,Yes,No,"No, visible always",No,2.62171,6.24903,5.86073,vghsb3int2.txd,gen_int2.ide,int2Hoose09_Bits.dff,
14716,5.51459,int2lamid01_rail,Yes,No,"No, visible always",No,2.62168,6.24912,5.86073,masmall3int2.txd,gen_int2.ide,int2lamid01_rail.dff,
14717,11.7286,int2lasmtwo02,Yes,No,"No, visible always",No,18.59588,16.6993,3.6609,lasmall2int2.txd,gen_int2.ide,int2lasmtwo02.dff,
14718,10.6431,int2lasmone04,Yes,No,"No, visible always",No,18.00134,11.295972,3.21416,lasmall1int2.txd,gen_int2.ide,int2lasmone04.dff,
14719,5.89183,int2lasmone01,Yes,No,"No, visible always",No,9.4156109,5.679658,3.08644,lasmall1int2.txd,gen_int2.ide,int2lasmone01.dff,
1472,1.58379,DYN_PORCH_1,Yes,Yes,"No, visible always",No,1.514818,2.65469,0.831544,BREAK_STREET2.txd,dynamic2.ide,DYN_PORCH_1.dff,Stairs|Wooden
14720,3.95487,int2lasmone02,Yes,No,"No, visible always",No,5.00337,3.00007,2.30006,lasmall1int2.txd,gen_int2.ide,int2lasmone02.dff,Cuisine
14721,10.5019,2labigone_bits,Yes,No,"No, visible always",No,18.70763,6.8173,6.69162,labig1int2.txd,gen_int2.ide,2labigone_bits.dff,
14722,3.19082,int2Hoose09_Bits2,No,No,"No, visible always",No,0.4831,6.1511,1.71266,vghsb3int2.txd,gen_int2.ide,int2Hoose09_Bits2.dff,
14723,2.26579,int2Hoose09_Bits3,No,No,"No, visible always",No,0.09648,2.76354,3.607227,vghsb3int2.txd,gen_int2.ide,int2Hoose09_Bits3.dff,
14724,1.89753,int2Hoose09_Bits4,No,No,"No, visible always",No,2.53538,2.35712,1.63392,vghsb3int2.txd,gen_int2.ide,int2Hoose09_Bits4.dff,
14725,1.89753,int2lamid01_rail2,No,No,"No, visible always",No,2.53538,2.35712,1.63392,masmall3int2.txd,gen_int2.ide,int2lamid01_rail2.dff,
14726,3.19082,int2lamid01_rail3,No,No,"No, visible always",No,0.4831,6.1511,1.71266,masmall3int2.txd,gen_int2.ide,int2lamid01_rail3.dff,
14727,2.26579,int2lamid01_rail4,No,No,"No, visible always",No,0.09649,2.76354,3.607227,masmall3int2.txd,gen_int2.ide,int2lamid01_rail4.dff,
14728,18.8994,int2labig302,Yes,No,"No, visible always",No,36.278,31.7687,5.64236,labig3int2.txd,gen_int2.ide,int2labig302.dff,
1473,1.57958,DYN_PORCH_1b,Yes,Yes,"No, visible always",No,1.507015,1.756479,0.992575,BREAK_STREET2.txd,dynamic2.ide,DYN_PORCH_1b.dff,
14735,15.8541,crackhoose,Yes,No,"No, visible always",No,30.5533,21.27242,3.25504,Newcrak.txd,gen_intb.ide,crackhoose.dff,
14736,10.7153,AH_chiller2,Yes,No,"No, visible always",No,18.5752,10.34431,4.676989,whorerooms.txd,gen_intb.ide,AH_chiller2.dff,
14737,15.312,whorepix,No,No,"No, visible always",No,28.92267,19.19359,3.58953,whorewallstuff.txd,gen_intb.ide,whorepix.dff,
14738,11.5841,brothelbar,Yes,No,"No, visible always",No,20.0726,10.30989,5.25,whorebar.txd,gen_intb.ide,brothelbar.dff,
14739,14.9181,whorefurn,No,No,"No, visible always",No,28.25389,8,5.33145,whorebits.txd,gen_intb.ide,whorefurn.dff,
1474,2.10872,DYN_PORCH_2b,Yes,Yes,"No, visible always",No,1.509266,1.756479,2.93485,BREAK_STREET2.txd,dynamic2.ide,DYN_PORCH_2b.dff,
14740,4.98934,ryblinds,No,No,"No, visible always",No,0.2073783,9.70015,2.35031,rywins.txd,gen_intb.ide,ryblinds.dff,
14741,7.0416,rykitunit,Yes,No,"No, visible always",No,8.99959,6.1975,2.59061,ryfurn2.txd,gen_intb.ide,rykitunit.dff,Cuisine|Interiors and interior details
14742,7.69789,ryders_wall_stuf,No,No,"No, visible always",No,9.99306,12.20431,2.470616,mp3.txd,gen_intb.ide,ryders_wall_stuf.dff,
14743,11.185,rydhall,Yes,No,"No, visible always",No,18.85202,11.50001,3.57353,ryhall.txd,gen_intb.ide,rydhall.dff,
14744,4.36858,rybathroom,Yes,No,"No, visible always",No,4.67146,6.46108,3.57353,rybath.txd,gen_intb.ide,rybathroom.dff,
14745,13.463,rybatharse01,Yes,No,"No, visible always",No,22.24803,16.86511,3.62411,rystuff.txd,gen_intb.ide,rybatharse01.dff,
14746,12.3688,rylounge,Yes,No,"No, visible always",No,10.50661,22.288329,3.57353,rylounge.txd,gen_intb.ide,rylounge.dff,
14747,11.8137,curses04,No,No,"No, visible always",No,16.53611,16.89218,1.347328,sfhsm1bits.txd,gen_intb.ide,curses04.dff,
14748,14.202,sfhsm1,Yes,No,"No, visible always",No,23.3943,18.99554,4.00748,sfhsm1.txd,gen_intb.ide,sfhsm1.dff,
14749,4.60169,sfhsm1lights,No,No,"No, visible always",No,9.07152,1.642298,0.646343,sfhsm1.txd,gen_intb.ide,sfhsm1lights.dff,
1475,2.33248,DYN_PORCH_3b,Yes,Yes,"No, visible always",No,1.518625,1.756479,2.93485,BREAK_STREET2.txd,dynamic2.ide,DYN_PORCH_3b.dff,
14750,12.6704,sfhsm2,Yes,No,"No, visible always",No,18.98567,18.00015,9.124358,sfhsm2.txd,gen_intb.ide,sfhsm2.dff,
14751,10.4069,sfhsm2bits,No,No,"No, visible always",No,17.99221,9.95248,7.69888,sfhsm2bits.txd,gen_intb.ide,sfhsm2bits.dff,
14752,1.24093,curses02,No,No,"No, visible always",No,0.2604792,2.07936,1.347328,sfhsm1.txd,gen_intb.ide,curses02.dff,
14753,15.3861,sfhsb2curts,No,No,"No, visible always",No,22.0268,20.28342,8.03861,sfhsb3bits.txd,gen_intb.ide,sfhsb2curts.dff,Exterior
14754,18.2861,bigsanfranhoose,Yes,No,"No, visible always",No,22.4505,31.4746,9.12445,sfhsb3.txd,gen_intb.ide,bigsanfranhoose.dff,
14755,14.1736,shite,Yes,No,"No, visible always",No,16.619553,23.3503,4.0033,sfhss2.txd,gen_intb.ide,shite.dff,
14756,12.6717,shitlobby,Yes,No,"No, visible always",No,16.97508,19.10125,4.6706,smallsfhs.txd,gen_intb.ide,shitlobby.dff,Interiors and interior details
14757,14.7854,sfmansionbits,No,No,"No, visible always",No,20.16919,19.92018,8.558035,sfhsb2bits.txd,gen_intb.ide,sfmansionbits.dff,
14758,16.583,sfmansion1,Yes,No,"No, visible always",No,20.618466,24.88138,8.972285,sfmansion1.txd,gen_intb.ide,sfmansion1.dff,
14759,14.0652,sfhsm03,Yes,No,"No, visible always",No,23.15057,13.90227,9.12436,sfhsmedium1.txd,gen_intb.ide,sfhsm03.dff,
1476,1.22389,DYN_PORCH_4,Yes,Yes,"No, visible always",No,1.507016,1.740419,0.831543,BREAK_STREET2.txd,dynamic2.ide,DYN_PORCH_4.dff,Wooden
14760,14.4453,Object03,Yes,No,"No, visible always",No,24.78043,12.573709,9.15327,sfhosemed2.txd,gen_intb.ide,Object03.dff,
14761,6.79724,ryshadroom,No,No,"No, visible always",No,6.09742,11.76669,3.02929,ryshadow.txd,gen_intb.ide,ryshadroom.dff,
14762,4.88149,arsewinows,No,No,"No, visible always",No,0.0281064,9.61003,1.721083,rywins.txd,gen_intb.ide,arsewinows.dff,
14763,5.02731,sweetsdaylight02,No,No,"Yes, visible from 6 to 21",No,9.6761,1.378209,2.359975,ryslites.txd,gen_intb.ide,sweetsdaylight02.dff,
14764,7.27419,ballustrades,No,No,"No, visible always",No,12.06934,6.192,5.257837,sfrails.txd,gen_intb.ide,ballustrades.dff,
1477,2.33548,DYN_PORCH_4b,Yes,Yes,"No, visible always",No,1.507015,1.75648,2.93485,BREAK_STREET2.txd,dynamic2.ide,DYN_PORCH_4b.dff,
